checkpoint_id,year,world_id,world_label,frequency_model_family,frequency_model_label,severity_model_family,severity_model_label,retraining_regime,seed,version,training_window_years,training_window_label,training_data_start_year,training_data_end_year,frequency_rmse,severity_rmse,pure_premium_rmse,net_strategic_value,game_effect_summary,world_narrative,frequency_model_narrative,severity_model_narrative
chk_y7_stable_baseline_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.102633,0.02,0.059664,94.033595,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_stable_baseline_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.36644,0.200149,79.985108,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y7_stable_baseline_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.118031,0.070976,92.902406,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_stable_baseline_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,stable_baseline,Stable Baseline,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.02,0.02,98.0,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_good_years_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.324652,0.340237,0.332756,66.724387,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y7_good_years_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.324652,0.093739,0.204577,79.542253,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_good_years_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.324652,0.02,0.166233,83.376707,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_good_years_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.06229,0.340237,0.206823,79.31774,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y7_good_years_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.06229,0.093739,0.078644,92.135606,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_good_years_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.06229,0.02,0.040299,95.970059,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_good_years_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.340237,0.186523,81.347681,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y7_good_years_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.093739,0.058345,94.165546,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_good_years_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,good_years,Good Years,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.02,0.02,0.02,98.0,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_mobility_suppression_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.434695,0.383425,0.408035,59.196529,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y7_mobility_suppression_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.434695,0.137514,0.280161,71.98389,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_mobility_suppression_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.434695,0.02,0.219054,78.094631,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_mobility_suppression_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.169181,0.383425,0.280588,71.941201,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y7_mobility_suppression_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.169181,0.137514,0.152714,84.728562,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_mobility_suppression_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.169181,0.02,0.091607,90.839302,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_mobility_suppression_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.033163,0.383425,0.215299,78.470068,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y7_mobility_suppression_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.033163,0.137514,0.087426,91.257429,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y7_mobility_suppression_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,7,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.033163,0.02,0.026318,97.368169,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y7_pandemic_recovery_inflation_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,7,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,5,6,0.430397,0.480681,0.456544,54.34556,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
